incident_id,incident_date,incident_address,incident_city,incident_zip,incident_county
1620,2012-07-14,511 west 4th street,brookport,62910,massac
1621,2012-07-26,1298 137th street,aledo,61231,mercer
1622,2012-07-26,5112 pebble lane,loves park,61111,winnebago
1623,2012-07-26,35497 207th avenue,pittsfield,62363,pike
1624,2012-07-27,27644 north 1700 east road lot #19,bismarck,61814,vermilion
1625,2012-07-29,519 west lincoln street,harrisburg,62946,saline
1626,2012-07-31,1234 broadway street apt. 1,quincy,62301,adams
1627,2012-07-31,807 north 6th street,quincy,62301,adams
1628,2012-07-31,1114 north grant street,danville,61832,vermilion
1629,2012-08-02,521 west harlem avenue,monmouth,61462,warren
1630,2012-08-03,1857 north county road 1655 east,havana,62644,mason
1631,2012-08-05,2364 state route 180,galva,61434,knox
1632,2012-08-06,2710 viewland street,alton,62002,madison
1633,2012-08-06,2215 tristan court,quincy,62305,adams
1634,2012-08-07,621 winkler road,danville,61832,vermilion
1635,2012-08-09,5520 west st. anthony's road,quincy,62305,adams
1636,2012-08-09,5520 west saint anthony's road,quincy,62305,adams
1637,2012-08-09,502 winslow road,belleville,62223,st. clair
1638,2012-08-15,428 east raymond,havana,62644,mason
1639,2012-08-15,924 glen forest drive,machesney park,61115,winnebago
1640,2012-08-16,201 southside drive lot#2,humboldt,61931,coles
1641,2012-08-16,317 delaware street,quincy,62301,adams
1642,2012-08-17,1107 north 3rd street,quincy,62301,adams
1643,2012-08-17,100 gobblers knob,ridgway,62979,gallatin
1644,2012-08-17,1107 north 3rd street,quincy,62301,adams
1645,2012-08-17,428 east raymond,havana,62644,mason
1646,2012-08-20,123 s: main street,witt,62094,montgomery
1647,2012-08-20,2954 lapey street,rockford,61109,winnebago
1648,2012-08-21,107 1/2 west 13th street,tilton,61833,vermilion
1649,2012-08-21,603 south stewart street,danville,61832,vermilion
1650,2012-08-23,209 north ave,plainville,62365,adams
1651,2012-08-27,400 west 5th street,cahokia,62206,st. clair
1652,2012-08-28,585 northfork road,metamora,61548,woodford
1653,2012-09-01,921 north charles street,carlinville,62626,macoupin
1654,2012-09-04,603 north 6th street,quincy,62301,adams
1655,2012-09-04,1815 north bigelow street,peoria,61604,peoria
1656,2012-09-05,612 west 11th street,metropolis,62960,massac
1657,2012-09-05,1227 south 8th street,quincy,62301,adams
1658,2012-09-05,1719 east 1332nd street,fowler,62338,adams
1659,2012-09-07,410 connelly street,paris,61944,edgar
1660,2012-09-07,519 south 2nd avenue,hoopeston,60942,vermilion
1661,2012-09-08,2132 robert avenue,granite city,62040,madison
1662,2012-09-09,113 east 15th street,georgtown,61846,vermilion
1663,2012-09-14,201 clay street,beardstown,62618,cass
1664,2012-09-14,2570 parkview drive apt. 2,granite city,62040,madison
1665,2012-09-17,208 thompson street,rossville,60963,vermilion
1666,2012-09-17,29 blackhawk street,hanover,61041,jodaviess
1667,2012-09-17,7001 timber ridge north,quincy,62305,adams
1668,2012-09-17,1238 north 26th street,quincy,62301,adams
1669,2012-09-17,931 chestnut avenue,quincy,62301,adams
1670,2012-09-19,1110 mckinley boulevard,alton,62002,madison
1671,2012-09-19,2225 north 12th street: apt. 704,quincy,62305,adams
1672,2012-09-21,49 blackhawk street,hanover,61041,jodaviess
1673,2012-09-24,1104 north 10th street,quincy,62301,adams
1674,2012-09-25,403 south clark street,pana,62557,christian
1675,2012-09-28,807 broadway street,quincy,62301,adams
1676,2012-09-28,35 wright lane,anna,62906,union
1677,2012-09-28,205 south madison street,avon,61415,fulton
1678,2012-09-29,616 douglas avenue,danville,61832,vermilion
1679,2012-10-03,302 wilson park lane,granite city,62040,madison
1680,2012-10-03,221 west oak street,millstadt,62260,st. clair
1681,2012-10-03,518 north main street,anna,62906,union
1682,2012-10-12,560 mulberry street,warsaw,62379,hancock
1683,2012-10-15,1912 martin street,peoria,61605,peoria
1684,2012-10-15,121 north railroad street,lenzburg,62255,st. clair
1685,2012-10-16,825 mckee drive,quincy,62305,adams
1686,2012-10-17,3016 east garfield ave,decatur,62526,macon
1687,2012-10-18,307 east north 3rd street,georgetown,61846,vermilion
1688,2012-10-20,611 south boydston street,paris,61944,edgar
1689,2012-10-21,611 east church street: apt. 3 b,galatia,62935,saline
1690,2012-10-23,16930 vermilion river lane,oakwood,61858,vermilion
1691,2012-10-24,222 east macoupin street,staunton,62088,macoupin
1692,2012-10-25,1034 north 2nd street,quincy,62301,adams
1693,2012-10-26,533 east haller avenue,nokomis,62075,montgomery
1694,2012-10-28,1350 south brookside street: lot 108,centralia,62801,clinton
1695,2012-10-30,1612 east locust street,decatur,62521,macon
1696,2012-10-31,211 north kennedy boulevard,vandalia,62471,fayette
1697,2012-11-05,1920 state street,eldorado,62930,saline
1698,2012-11-05,203 e main street,trilla,62469,coles
1699,2012-11-06,58 johnson road,meredosia,62665,morgan
1700,2012-11-08,704 east grayson street,benton,62812,franklin
1701,2012-11-11,536 veterans memorial drive: room 4,livingston,62058,madison
1702,2012-11-19,7190 il rt. 16,hillsboro,62049,montgomery
1703,2012-11-19,807 broadway street: apt. 4,quincy,62301,adams
1704,2012-11-20,128 north finis street,virden,62690,macoupin
1705,2012-11-23,3120 west chain of rocks road: lot 175,granite city,62040,madison
1706,2012-11-26,7417 meketa farm road,belleville,62223,st. clair
1707,2012-11-27,308 king street: apt. 2,hillsboro,62049,montgomery
1708,2012-11-29,500 east frye avenue,peoria,61603,peoria
1709,2012-11-30,16809 10th avenue north,east moline,61244,rock island
1710,2012-11-30,16819 10th avenue north,east moline,61244,rock island
1711,2012-11-30,102 south carbon street: apt. 5,marion,62959,williamson
1712,2012-12-02,171 birch street,east peoria,61611,tazewell
1713,2012-12-04,411 west woodbury street,danville,61832,vermilion
1714,2012-12-05,621 south franklin street,litchfield,62056,montgomery
1715,2012-12-05,220 west 5th street,o'fallon,62269,st. clair
1716,2012-12-06,411 ash street,chapin,62628,morgan
1717,2012-12-06,1013 south oak street,carlinville,62626,macoupin
1718,2012-12-07,12 north state street,ridge farm,61870,vermilion
1719,2012-12-08,501 west end avenue,paris,61944,edgar
1720,2012-12-10,1220 north franklin avenue,springfield,62702,sangamon
1721,2012-12-11,403 south pine street,irving,62051,montgomery
1722,2012-12-12,6790 stockton road,mattoon,61938,coles
1723,2012-12-12,12 columbus street,danville,61832,vermilion
1724,2012-12-13,810 adams steet,quincy,62301,adams
1725,2012-12-13,1912 west martin street,peoria,61605,peoria
1726,2012-12-18,241 monroe street,st. augustine,61474,knox
1727,2012-12-19,2030 hampshire street,quincy,62301,adams
1728,2012-12-20,1558 us highway 50,odin,62870,marion
1729,2012-12-21,717 west 5th street,johnston city,62951,williamson
1730,2012-12-21,742 elizabeth street,illiopolis,62539,sangamon
1731,2012-12-22,21555 fox drive,carlyle,62231,clinton
1732,2012-12-22,513 north madison street,robinson,62454,crawford
1733,2012-12-23,5735 east 450th avenue,oblong,62449,crawford
1734,2012-12-27,1029 mayo street,carlinville,62626,macoupin
1735,2013-01-02,505 west magill,sullivan,61951,moultrie
1736,2013-01-03,1405 north 6th street: apt. d,quincy,62301,adams
1737,2013-01-03,725 north 2nd street,tamms,62988,alexander
1738,2013-01-03,805 south prairie lane,manito,61546,mason
1739,2013-01-03,nw end of egan road,gulfport,61425,henderson
1740,2013-01-06,1315 gonterman street,south roxana,62087,madison
1741,2013-01-07,412 spruce street,quincy,62301,adams
1742,2013-01-08,604 johnson street,metropolis,62960,massac
1743,2013-01-09,8652 triple lakes road,dupo,62239,st. clair
1744,2013-01-11,rr 2 box 287 a,lawrenceville,62439,lawrence
1745,2013-01-12,834 abingdone street,galesburg,61401,knox
1746,2013-01-12,2701 jones street lot 5a,mount vernon,62864,jefferson
1747,2013-01-13,1501 old state road: trailer 7,mattoon,61938,coles
1748,2013-01-15,200 maine street,quincy,52301,adams
1749,2013-01-15,408 east madison street,golconda,62938,pope
1750,2013-01-16,1113 45th avenue,east moline,61244,rock island
1751,2013-01-16,8006 south 2nd street,saint rose,62230,clinton
1752,2013-01-16,628 south elm street,centralia,62801,marion
1753,2013-01-18,20906 state highway 149,thompsonville,62890,franklin
1754,2013-01-19,1037 california avenue,collinsville,62234,madison
1755,2013-01-20,1314 east poplar street,odin,62870,marion
1756,2013-01-21,311 east 4th street,west frankfort,62896,franklin
1757,2013-01-24,1725 cedar street,quincy,62301,adams
1758,2013-01-24,506 south van buren street,newton,62448,jasper
1759,2013-01-26,10605 oldham road,shawneetown,62984,gallatin
1760,2013-01-26,76 twin oaks road,ava,62907,jackson
1761,2013-01-26,1619 campground road,centralia,62984,marion
1762,2013-01-27,2201 john deere road,east moline,61244,rock island
1763,2013-01-30,318 milliner alley,quincy,62301,adams
1764,2013-01-30,117 south 7th street,vandalia,62471,fayette
1765,2013-02-04,10727 north 200th street,wheeler,62479,jasper
1766,2013-02-04,238 tremont street,barry,62312,pike
1767,2013-02-04,130 hughey lane,anna,62906,union
1768,2013-02-06,114 west 1st street,assumption,62510,christian
1769,2013-02-06,11108 mutchek lane,benton,62812,franklin
1770,2013-02-07,911 north 28th street: apt. b,quincy,62301,adams
1771,2013-02-07,5402 ridge road,edgewood,62426,clay
1772,2013-02-07,760 west douglas avenue,jacksonville,62650,morgan
1773,2013-02-07,722 east park street,du quoin,62832,perry
1774,2013-02-07,609 adams street,quincy,62301,adams
1775,2013-02-07,623 oak street,quincy,62301,adams
1776,2013-02-07,640 monroe street,quincy,62301,adams
1777,2013-02-09,25 carter road,harrisburg,62946,saline
1778,2013-02-10,987 west brooks street,galesburg,61401,knox
1779,2013-02-11,108 casper street,cobden,62920,union
1780,2013-02-12,9852 east tamaroa road,scheller,62883,perry
1781,2013-02-14,1949 200th street,oblong,62449,crawford
1782,2013-02-14,500 south 9th street,herrin,62948,williamson
1783,2013-02-14,740 whiting avenue,galesburg,61401,knox
1784,2013-02-15,4925 redwood lane,granite city,62040,madison
1785,2013-02-16,1313 lakeland boulevard room 19,mattoon,61938,coles
1786,2013-02-17,2406 locust street,eldorado,62930,saline
1787,2013-02-21,611 dewey street,rushville,62681,schuyler
1788,2013-02-23,107 lee lane,murphysboro,62966,jackson
1789,2013-02-24,793 south sperry street,bushnell,61422,mcdonough
1790,2013-02-25,1714 cherry street,quincy,62301,adams
1791,2013-02-26,529 south 20th street,mount vernon,62684,jefferson
1792,2013-03-01,146 west third street,roxana,62084,madison
1793,2013-03-03,6349 elm trail road,walshville,62901,montgomery
1794,2013-03-04,542 west ferguson avenue,wood river,62097,madison
1795,2013-03-05,8230 west illinois highway 15: room 6,belleville,62223,st. clair
1796,2013-03-05,460 south mcclellan street,decatur,62522,macon
1797,2013-03-05,1621 rona drive,galesburg,61401,knox
1798,2013-03-06,728 east rosedale avenue,east alton,62024,madison
1799,2013-03-06,602 north fifth street,quincy,62301,adams
1800,2013-03-07,400 south diamond street: apt. b,jacksonville,62650,morgan
1801,2013-03-08,200 west st. louis street,altamont,62401,effingham
1802,2013-03-08,814 liberty street,paris,61944,edgar
1803,2013-03-09,235 city park road,ridgway,62979,gallatin
1804,2013-03-11,103 edward street,cahokia,62206,st. clair
1805,2013-03-11,125 east brailley street,hilsboro,62049,montgomery
1806,2013-03-12,1120 south broadway avenue,salem,62881,marion
1807,2013-03-12,615 south 23rd street,mount vernon,62864,jefferson
1808,2013-03-13,rr 1 box 61 ab,lawrenceville,62439,lawrence
1809,2013-03-13,609 adams street,quincy,62301,adams
1810,2013-03-13,306 south locust street,jonesboro,62952,union
1811,2013-03-13,305 north poplar street,elkville,62932,jackson
1812,2013-03-13,402 south plum street,carlinville,62626,macoupin
1813,2013-03-14,405 south 44th street: room 102,mount vernon,62864,jefferson
1814,2013-03-15,422 south tanner avenue: apt. b,rantoul,61866,champaign
1815,2013-03-15,301 west end avenue,paris,61944,edgar
1816,2013-03-15,814 liberty street,paris,61944,edgar
1817,2013-03-15,601 edwards street,beardstown,62618,cass
1818,2013-03-17,150 west short street,bonnie,62816,jefferson
1819,2013-03-18,719 chestnut street,taylorivlle,62568,christian
1820,2013-03-18,2809 lincoln avenue,granite city,62040,madison
1821,2013-03-19,1007 north lincoln street,robinson,62454,crawford
1822,2013-03-19,42729 north 880 east road,hoopeston,60942,vermilion
1823,2013-03-19,6728 south us 45 road,brookport,62910,massac
1824,2013-03-20,602 north 5th street,quincy,62301,adams
1825,2013-03-21,302 west washington street,hoopeston,60942,vermilion
1826,2013-03-21,431 west 2nd street,mount carmel,62863,wabash
1827,2013-03-22,18899 east fairfield road,mount vernon,62864,jefferson
1828,2013-03-27,21500 east panther creek road,mount olive,62069,macoupin
1829,2013-03-28,106 kropp court,mendon,62351,adams
1830,2013-03-29,747 south belt west: room 21,belleville,62220,st. clair
1831,2013-04-01,312 james street,carterville,62918,williamson
1832,2013-04-03,513 sycamore street,quincy,62301,adams
1833,2013-04-03,631 south 15th street,quincy,62301,adams
1834,2013-04-04,101 west cumberland road: room 118,altamont,62411,effingham
1835,2013-04-05,511 norwood avenue,collinsville,62234,madison
1836,2013-04-07,200 east poplar street,odin,62870,marion
1837,2013-04-09,806 north jackson street,west frankfort,62896,franklin
1838,2013-04-09,2423 st. anthony road,quincy,62305,adams
1839,2013-04-12,604 arca lot 13,newton,62448,jasper
1840,2013-04-15,1901 court street room#33,pekin,61554,tazewell
1841,2013-04-15,718 south washington,sullivan,61951,moultrie
1842,2013-04-16,400 e sangamon st,chandlerville,62627,cass
1843,2013-04-16,205 stanley ave,newton,62448,jasper
1844,2013-04-16,200 1/2 north main street,galena,61036,jodaviess
1845,2013-04-17,8 north state street,danville,61832,vermilion
1846,2013-04-18,900 south 1st street,gillespie,62033,macoupin
1847,2013-04-18,776 santa anna street: trailer#24,tilden,62292,randolph
1848,2013-04-19,510 alexander street,paris,61944,edgar
1849,2013-04-19,512 alexander street,paris,61944,edgar
1850,2013-04-20,laundry room: 301 west monroe street,bloomington,61701,mclean
1851,2013-04-21,1123 south capitol,pekin,61554,tazewell
1852,2013-04-21,621 lincoln st,kewanee,61443,henry
1853,2013-04-25,1220 lind,quincy,62301,adams
1854,2013-04-25,838 w state street: apt 2,jacksonville,62650,morgan
1855,2013-04-25,1033 east morton avenue lot 26,jacksonville,62650,morgan
1856,2013-04-26,207 walker street,ursa,62376,adams
1857,2013-04-26,530 reynolds drive: trailer 41,charleston,61920,coles
1858,2013-04-27,2601 west deyoung room 311,marion,62959,williamson
1859,2013-04-28,3136 jill avenue,granite city,62040,madison
1860,2013-04-28,7013 n meridian road,dundas,62425,richland
1861,2013-04-29,8979 unity school road,brookport,62910,brookport
1862,2013-05-02,lot 55: colona park: 605 west 1st avenue,colona,61241,henry
1863,2013-05-03,2350 east 2200th street,geneseo,61254,henry
1864,2013-05-03,313 n locust street,tremont,61568,tazewell
1865,2013-05-03,1612 broadway street,quincy,62301,adams
1866,2013-05-04,109 marcia,wilsonville,62093,macoupin
1867,2013-05-05,1010 west 7th street,beardstown,62618,cass
1868,2013-05-05,108 manning avenue,wood river,62095,madison
1869,2013-05-06,509 e main street: apt b,marion,62959,williamson
1870,2013-05-06,1994 north 2700th avenue,loraine,62349,adams
1871,2013-05-09,3241 west chain of rocks road,granite city,62040,madison
1872,2013-05-09,1035 johnson street,carlinville,62626,macoupin
1873,2013-05-10,8 o'fallon street,pocahontas,62275,bond
1874,2013-05-13,1208 south wright street,bloomington,61704,mclean
1875,2013-05-13,14337 old state road,charleston,61920,coles
1876,2013-05-14,rr 4 box 1,perry,62362,brown
1877,2013-05-14,1602 zschokke street,highland,62249,madison
1878,2013-05-16,518 van buren street,quincy,62301,adams
1879,2013-05-18,613 dewey street,rushville,62681,schuyler
1880,2013-05-23,11223 cedar brook road,roscoe,61073,winnebago
1881,2013-05-26,212 orchard street,zeigler,62999,franklin
1882,2013-05-27,503 south locust street,pana,62557,christian
1883,2013-05-29,2622 yager avenue,alton,62002,madison
1884,2013-05-30,501 bluff street,hillview,62050,greene
1885,2013-05-31,537 locust street,quincy,62301,adams
1886,2013-05-31,9216 walnut street,danville,61832,vermilion
1887,2013-05-31,102 s marnico lane,jacksonville,62650,morgan
1888,2013-06-01,704 east 15th street,centralia,62801,marion
1889,2013-06-06,647 thorngate drive,granite city,62040,madison
1890,2013-06-07,108 tomlinson street,east alton,62024,madison
1891,2013-06-07,16 north avenue,beardstown,62618,cass
1892,2013-06-11,201 south third street: room 432,quincy,62301,adams
1893,2013-06-11,530 south lexington street,olney,62450,richland
1894,2013-06-12,455 acorn road,du quoin,62832,perry
1895,2013-06-12,2417 dewitt avenue,mattoon,61938,coles
1896,2013-06-13,4719 east 325th avenue,oblong,62449,crawford
1897,2013-06-13,1351 hunter school avenue,greenville,62246,bond
1898,2013-06-14,7207 shady lane boulevard,sumner,62466,lawrence
1899,2013-06-20,702 north maxwell road,peoria,61604,peoria
1900,2013-06-20,1808 harvest avenue,cahokia,62206,st. clair
1901,2013-06-21,1214 south 12th street,mount vernon,62864,jefferson
1902,2013-06-21,1300 1/2 north 9th street,quincy,62301,adams
1903,2013-06-21,2100 west main street,marion,62959,williamson
1904,2013-06-21,3241 west chain of rocks road,granite city,62040,madison
1905,2013-06-27,260 atley lane,belknap,62908,johnson
1906,2013-06-28,640 valencia drive,belleville,62223,st. clair
1907,2013-07-01,1010 canal street,beardstown,62618,cass
1908,2013-07-02,104 west camp street: room 116,east peoria,61611,tazewell
1909,2013-07-06,933 south 8th street,quincy,62301,adams
1910,2013-07-08,1613 mitchell avenue,granite city,62040,madison
1911,2013-07-09,1319 west edwards street,vandalia,62471,fayette
1912,2013-07-09,120 casey street,anna,62906,union
1913,2013-07-10,3021 business highway 13,murphysboro,62996,jackson
1914,2013-07-13,3561 fullerton avenue,alton,62002,madison
1915,2013-07-15,130 east maple street,hartford,62048,madison
1916,2013-07-16,717 north 2nd street,mattoon,61938,coles
1917,2013-07-17,2233 dewey avenue,granite city,62040,madison
1918,2013-07-18,863 west grove street,galesburg,61401,knox
1919,2013-07-18,979 2400th street,emden,62635,logan
1920,2013-07-18,1905 16th street: apt. b,silvis,61282,rock island
1921,2013-07-20,512 north main street,grayville,62844,edwards
1922,2013-07-23,7616 us rt. 45,vienna,62995,johnson
1923,2013-07-25,517 east park street,geneseo,61254,henry
1924,2013-07-26,301 quails run lane,harrisburg,62946,saline
1925,2013-07-26,505 thorngate road,granite city,62040,madison
1926,2013-07-26,3241 w: chain of rocks road,granite city,62040,madison
1927,2013-07-28,906 east main street,lomax,61454,henderson
1928,2013-07-28,105 east spring street,anna,62906,union
1929,2013-07-29,225 elm street,quincy,62301,adams
1930,2013-07-29,428 oak street,quincy,62301,adams
1931,2013-07-29,217 stadium drive: apt. 13,quincy,62305,adams
1932,2013-07-29,1018 maulding drive,centralia,62801,marion
1933,2013-08-02,406 east jackson street,paris,61944,edgar
1934,2013-08-02,305 east chestnut street,gillespie,62033,macoupin
1935,2013-08-04,3141 nation road,salem,62881,marion
1936,2013-08-06,410 garden heights road,harrisburg,62946,saline
1937,2013-08-06,722 south 4th street,girard,62640,macoupin
1938,2013-08-09,2512 pine avenue: apt. a,mattoon,61938,coles
1939,2013-08-11,165 east maple street,roseville,61473,warren
1940,2013-08-11,115 johnson street,centralia,62801,marion
1941,2013-08-13,516 maple street,paris,61944,edgar
1942,2013-08-13,416 north main street,witt,62094,montgomery
1943,2013-08-13,2233 dewey avenue,granite city,62040,madison
1944,2013-08-14,928 jefferson street,quincy,62301,adams
1945,2013-08-15,1411 hester avenue,centralia,62801,marion
1946,2013-08-16,1000 ohio street,quincy,62301,adams
1947,2013-08-16,202 maple street,ina,62846,jefferson
1948,2013-08-16,115 kohler avenue,anna,62906,union
1949,2013-08-18,552 ramada boulevard: room 123,collinsviille,62234,madison
1950,2013-08-19,423 timber ridge lane,quincy,62305,adams
1951,2013-08-21,542 west ferguson avenue: room 26,wood river,62905,madison
1952,2013-08-22,704 4th avenue,silvis,61282,rock island
1953,2013-08-22,515 railroad street: apt. a,keyesport,62253,bond
1954,2013-08-22,16055 catlin drive,havana,62644,mason
1955,2013-08-23,900 south 1st street,gillespie,62033,macoupin
1956,2013-08-23,910 illinois avenue,east carondelet,62240,st. clair
1957,2013-08-26,3317 west chain of rocks road,granite city,62040,madison
1958,2013-08-26,312 north 6th street,mount vernon,62864,jefferson
1959,2013-08-27,1501 3rd street,lawrenceville,62439,lawrence
1960,2013-08-29,971 north noble street,virden,62690,macoupin
1961,2013-09-01,206 arnold street,collinsville,62234,madison
1962,2013-09-03,627 1/2 lind street,quincy,62301,adams
1963,2013-09-03,701 west oak street,gillespie,62033,macoupin
1964,2013-09-07,8000 unionville road,brookport,62910,massac
1965,2013-09-08,921 north 11th street,quincy,62301,adams
1966,2013-09-11,18374 embarras road,sumner,62466,lawrence
1967,2013-09-11,1035 johnson street,carlinville,62626,macoupin
1968,2013-09-11,108 east watkins street,hartford,62048,madison
1969,2013-09-12,1010 west main street,west frankfort,62986,franklin
1970,2013-09-12,53 bills lane,butler,62056,montgomery
1971,2013-09-12,226 north west street,carlinville,62626,macoupin
1972,2013-09-16,105 west vanderen,newman,61942,douglas
1973,2013-09-17,2 north skaggs street: apt. 702,harrisburg,62946,saline
1974,2013-09-18,2423 st. anthony road,quincy,62305,adams
1975,2013-09-18,105 goodrich street,jerseyville,62052,jersey
1976,2013-09-19,212 lind street,quincy,62301,adams
1977,2013-09-23,625 west country lane,collinsville,62234,madison
1978,2013-09-24,305 east chestnut street,gillespie,62033,macoupin
1979,2013-09-25,488 mcbride avenue,dupo,62239,st. clair
1980,2013-09-25,2431 old country inn lane,caseyville,62232,st. clair
1981,2013-09-25,111 east oak street,pierron,62273,bond
1982,2013-09-26,523 nw 7th street,fairfield,62837,wayne
1983,2013-09-27,525 west 1st south street: apt. 3,carlinville,62626,macoupin
1984,2013-09-27,855 north mcduffy street,equality,62934,saline
1985,2013-09-27,926 crittenden street,carlinville,62626,macoupin
1986,2013-09-30,311 cherry street,quincy,62301,adams
1987,2013-09-30,400 peila hill,collinsville,62234,madison
1988,2013-10-01,3028 4th street a,east moline,61244,rock island
1989,2013-10-02,7724 north matisse lane,mount vernon,62864,jefferson
1990,2013-10-02,121 west jefferson street,dix,62830,jefferson
1991,2013-10-02,1421 north 14th street,herrin,62948,williamson
1992,2013-10-03,303 west oak street,ashmore,61912,coles
1993,2013-10-03,1217 jefferson avenue,charleston,61920,coles
1994,2013-10-03,2623 south 12th street,quincy,62305,adams
1995,2013-10-04,45 iris lane,pomona,62975,jackson
1996,2013-10-05,404 245th avenue,little york,61453,warren
1997,2013-10-05,3 eastwood lane: apt. 302,centralia,62801,jefferson
1998,2013-10-06,305 east chestnut street,gillespie,62033,macoupin
1999,2013-10-08,906 north 6th street,mount vernon,62864,jefferson
2000,2013-10-08,117 east lorena avenue,wood river,62095,madison
2001,2013-10-09,7909 north 900th street,newton,62448,jasper
2002,2013-10-14,1 water plant rd (850 main street),meredosia,62665,morgan
2003,2013-10-15,1831 perrysville road: lot 57,danville,61834,vermilion
2004,2013-10-15,804 west center street,girard,62640,macoupin
2005,2013-10-17,701 pike street,oquawka,61469,henderson
2006,2013-10-17,500 east 4th street,beardstown,62618,cass
2007,2013-10-17,705 east 2nd street,pana,62557,christian
2008,2013-10-18,23027 highway 45,louisville,62858,clay
2009,2013-10-18,439 west 16th street,wamac,62801,clinton
2010,2013-10-24,822 east seward street,hillsboro,62049,montgomery
2011,2013-10-27,1116 west lincoln highway,dekalb,60115,dekalb
2012,2013-10-30,305 north mulberry street,mulberry grove,62662,bond
2013,2013-10-30,532 piper lane: apt. 10,pittsfield,62363,pike
2014,2013-11-01,694 mt. mission road,metropolis,62960,massac
2015,2013-11-04,2 godin avenue,east carondelet,62240,st. clair
2016,2013-11-04,903 west malden street,marion,62959,williamson
2017,2013-11-07,108 west depot street,knoxville,61448,knox
2018,2013-11-11,203 east hardman street,olney,62450,richland
2019,2013-11-12,4305 parker city road,creal springs,62922,johnson
2020,2013-11-13,619 gragg street,centralia,62801,marion
2021,2013-11-15,406 north third street,altamont,62411,effingham
2022,2013-11-15,1231 north jackson street,danville,61832,vermilion
2023,2013-11-19,803 north logan street,lincoln,62656,logan
2024,2013-11-19,3121 trout camp road,waterloo,62298,monroe
2025,2013-11-19,417 north ridge street,taylorville,62568,christian
2026,2013-11-20,529 fairfield street,xenia,62899,clay
2027,2013-11-21,346 east st. louis street,nashville,62263,washington
2028,2013-11-22,317 north 22nd street: apt. 1,mattoon,61938,coles
2029,2013-11-23,1033 east morton avenue: lot 26,jacksonville,62650,morgan
2030,2013-11-26,510 south wyandotte street,taylorville,62568,christian
2031,2013-12-02,1203 enterprise way: apt. 122,marion,62959,williamson
2032,2013-12-03,606 maple street,quincy,62301,adams
2033,2013-12-03,2007 rhodes street,madison,62060,madison
2034,2013-12-03,417 bryant street,taylorville,62568,christian
2035,2013-12-05,203 west 7th street,browning,62624,schuyler
2036,2013-12-06,21387 athens blacktop road,petersburg,62675,menard
2037,2013-12-07,2200 south 17th street apt. 5a,mattoon,61938,coles
2038,2013-12-08,808 adams drive,eldorado,62930,saline
2039,2013-12-08,110 west prairie street,waverly,62692,morgan
2040,2013-12-09,403 adams street,sims,62886,wayne
2041,2013-12-09,1645 east william street,decatur,62521,macon
2042,2013-12-10,1512 south 8th street,quincy,62301,adams
2043,2013-12-12,411 oak street,quincy,62301,adams
2044,2013-12-12,230 water street,weldon,61882,dewitt
2045,2013-12-13,602 south arlington drive,taylorville,62568,christian
2046,2013-12-14,213 north first street,morton,61550,tazewell
2047,2013-12-15,1100 niedringhaus avenue: room 220,granite city,62040,madison
2048,2013-12-16,1035 johnson street,carlinville,62626,macoupin
2049,2013-12-16,6 chestnut street,galesburg,61401,knox
2050,2013-12-18,208 1/2 south 12th street,quincy,62301,adams
2051,2013-12-26,604 west college avenue: apt. 3,jacksonville,62650,morgan
2052,2013-12-26,132 ozark road,simpson,62985,pope
2053,2013-12-27,726 1/2 north 4th street,quincy,62301,adams
2054,2013-12-30,1559 county road 1625 north,cisne,62823,wayne
2055,2013-12-31,1106 giddings street,danville,61832,vermilion
2056,2013-12-31,6716 us route 45,brookport,62910,massac
2057,2013-12-31,1604 7th street,lawrenceville,62439,lawrence
2058,2013-12-31,113 roosevelt street,bartonville,61607,peoria
2059,2014-01-01,740 whiting avenue,galesburg,61401,knox
2060,2014-01-02,525 college avenue,quincy,62301,adams
2061,2014-01-03,338 south state street,springfield,62704,sangamon
2062,2014-01-08,2250 makanda road,makanda,62958,jackson
2063,2014-01-08,800 north third avenue,oquawka,61469,henderson
2064,2014-01-09,2308 west 23rd street,granite city,62040,madison
2065,2014-01-09,1732 delmar avenue,granite city,62040,madison
2066,2014-01-10,1018 1/2 madison street,quincy,62301,adams
2067,2014-01-10,617 a. lakeshore boulevard,wauconda,60084,lake
2068,2014-01-11,103 sycamore street,anna,61462,union
2069,2014-01-13,1012 east 11th avenue,monmouth,61462,warren
2070,2014-01-13,rr 2 box 135a,bluford,62814,wayne
2071,2014-01-13,411 june street,jerseyville,62052,jersey
2072,2014-01-15,410 north e street,monmouth,61462,warren
2073,2014-01-16,1150 william street,collinsville,62234,madison
2074,2014-01-16,420 north 21st street,mattoon,61938,coles
2075,2014-01-17,1009 61st street,lagrange,60525,cook
2076,2014-01-19,21990 hickory street,topeka,61567,mason
2077,2014-01-20,2090 county road 1600 east,cisne,62823,wayne
2078,2014-01-22,318 west elm street,harrisburg,62946,saline
2079,2014-01-22,5459 saraville road,creal springs,62922,williamson
2080,2014-01-22,734 north 4th street: apt. 6,quincy,62301,adams
2081,2014-01-22,636 south 15th street,quincy,62301,adams
2082,2014-01-23,906 st. louis street,hillsboro,62049,montgomery
2083,2014-01-23,13871 north manito road,manito,61546,tazewell
2084,2014-01-24,8086 us route 51,tamaroa,62888,perry
2085,2014-01-24,1106 st. helena drive,cahokia,62206,st. clair
